##############################################################################
# Ransomware Tracker CSV Feed                                                #
# Generated on 2016-06-30 15:22:58 UTC                                       #
#                                                                            #
# For questions please refer to:                                             #
# https://ransomwaretracker.abuse.ch/feeds/                                  #
##############################################################################
#
# Firstseen (UTC),Threat,Malware,Host,URL,Status,Registrar,IP address(es),ASN(s),Country
"2016-03-01 06:15:11","Payment Site","TeslaCrypt","uiredn4njfsa4234bafb32ygjdawfvs.frascuft.com","http://uiredn4njfsa4234bafb32ygjdawfvs.frascuft.com/","offline","BIZCN.COM, INC.","","55824|28165|53665|3254|7922",""
"2016-03-01 06:14:55","Payment Site","TeslaCrypt","yyre45dbvn2nhbefbmh.begumvelic.at","http://yyre45dbvn2nhbefbmh.begumvelic.at/","offline","","","36352|8100|36352|16276|16276|16276|42831|20473|20473|20473|59550|59550|50673",""
"2016-03-01 06:14:20","Distribution Site","TeslaCrypt","ohiyoungbuyff.com","http://ohiyoungbuyff.com/69.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","30693",""
"2016-03-01 06:13:50","Distribution Site","TeslaCrypt","helloyungmenqq.com","http://helloyungmenqq.com/69.exe","offline","KEY-SYSTEMS GMBH","","35916|198414",""
"2016-03-01 06:11:37","Distribution Site","Locky","mansolution.in.th","http://mansolution.in.th/system/logs/7ygvtyvb7niim.exe","offline","T.H.NIC Co., Ltd.","103.233.192.226","59374","TH"
"2016-03-01 05:21:53","C2","CryptoWall","challengestrata.com.au","http://challengestrata.com.au/fP_BXS.php","offline","Web Address Registration","175.107.181.167","24557","AU"
"2016-03-01 05:21:53","C2","CryptoWall","dichiro.com","http://dichiro.com/WaIrd6.php","offline","NETWORK SOLUTIONS, LLC.","206.188.193.93","19871","US"
"2016-03-01 01:03:59","C2","CryptoWall","beyondthedog.net","http://beyondthedog.net/edHDvf.php","offline","GODADDY.COM, LLC","184.168.47.225","26496","US"
"2016-02-29 14:09:04","C2","Locky","91.219.29.55","http://91.219.29.55/main.php","offline","","91.219.29.55","3254","UA"
"2016-02-29 12:36:14","C2","TeslaCrypt","worldisonefamily.info","http://worldisonefamily.info/zz/libraries/bstr.php","offline","GoDaddy.com, LLC","23.229.4.214","55286","GB"
"2016-02-29 12:36:14","C2","TeslaCrypt","stacon.eu","http://stacon.eu/bstr.php","offline","Consulting Service Sp. z o.o.","188.116.9.2","43333","PL"
"2016-02-29 12:36:14","C2","TeslaCrypt","music.mbsaeger.com","http://music.mbsaeger.com/music/Glee/bstr.php","offline","GODADDY.COM, LLC","76.125.213.205","7922","US"
"2016-02-29 09:32:15","C2","TeslaCrypt","imagescroll.com","http://imagescroll.com/cgi-bin/Templates/bstr.php","offline","1&1 INTERNET SE","62.210.141.228","12876","FR"
"2016-02-28 21:57:20","C2","CryptoWall","lazymoosestamping.com","http://lazymoosestamping.com/YRfbgB.php","offline","ENOM, INC.","173.225.189.5","53292","US"
"2016-02-28 21:37:51","C2","CryptoWall","maternalserenity.co.uk","http://maternalserenity.co.uk/I_NwPg.php","offline","eNom, Inc.","69.10.56.10","19318","US"
"2016-02-28 08:50:50","C2","TeslaCrypt","hongsi.com","http://hongsi.com/whiteboard_dangam/admin/bsts.php","offline","GABIA, INC.","110.45.144.173","3786","KR"
"2016-02-27 13:46:34","C2","TeslaCrypt","biocarbon.com.ec","http://biocarbon.com.ec/wp-content/uploads/bstr.php","offline","NIC.EC Registrar","192.185.39.66","20013","US"
"2016-02-27 11:53:10","C2","CryptoWall","www.vishvagujarat.com","http://www.vishvagujarat.com/5of9dt.php","offline","GODADDY.COM, LLC","104.27.142.99","13335","US"
"2016-02-27 11:53:10","C2","CryptoWall","igatha.com","http://igatha.com/h4MeKJ.php","offline","GODADDY.COM, LLC","217.23.12.215","49981","NL"
"2016-02-27 11:53:10","C2","CryptoWall","cursos.feyda.net","http://cursos.feyda.net/hOeDr4.php","offline","NETWORK SOLUTIONS, LLC.","198.154.228.128","46606","US"
"2016-02-27 09:21:39","Payment Site","TeslaCrypt","tes543berda73i48fsdfsd.keratadze.at","http://tes543berda73i48fsdfsd.keratadze.at/","offline","","","36352|8100|36352|16276|16276|16276|42831|20473|20473|20473|59550|59550|50673",""
"2016-02-27 09:21:02","Payment Site","TeslaCrypt","gwe32fdr74bhfsyujb34gfszfv.zatcurr.com","http://gwe32fdr74bhfsyujb34gfszfv.zatcurr.com/","offline","BIZCN.COM, INC.","","55824|28165|53665|3254|7922",""
"2016-02-27 07:47:28","C2","CTB-Locker","zsn5qtrgfpu4tmpg.onion.cab","http://zsn5qtrgfpu4tmpg.onion.cab/","unknown","InterNetworX Ltd. & Co. KG","85.25.214.50","8972","DE"
"2016-02-27 05:29:00","C2","TeslaCrypt","heizhuangym.com","http://heizhuangym.com/bstr.php","offline","WEST263 INTERNATIONAL LIMITED","103.254.148.129","133199","HK"
"2016-02-27 00:21:23","C2","CryptoWall","best-service.jp","http://best-service.jp/olxu2Y.php","offline","","203.145.230.194","2554","JP"
"2016-02-26 18:21:39","C2","TeslaCrypt","surrogacyandadoption.com","http://surrogacyandadoption.com/bstr.php","offline","GODADDY.COM, LLC","185.26.122.59","62082","RU"
"2016-02-26 07:41:09","Payment Site","PadCrypt","gnkltbsaeq35rejl.tor2web.org","http://gnkltbsaeq35rejl.tor2web.org/","offline","Tucows Inc.","38.229.70.4","250|23028|209","US"
"2016-02-26 07:40:46","Payment Site","PadCrypt","gnkltbsaeq35rejl.onion.cab","http://gnkltbsaeq35rejl.onion.cab/","offline","InterNetworX Ltd. & Co. KG","85.25.214.50","8972","DE"
"2016-02-26 07:12:07","C2","PadCrypt","gnkltbsaeq35rejl.onion.to","http://gnkltbsaeq35rejl.onion.to/~pkg/register.php","unknown","","217.197.83.197","29670","DE"
"2016-02-26 06:49:13","C2","TeslaCrypt","jessforkicks.com","http://jessforkicks.com/wp-includes/images/bstr.php","offline","GODADDY.COM, LLC","96.226.119.251","5650","US"
"2016-02-26 00:23:22","C2","CryptoWall","viralcrazies.com","http://viralcrazies.com/iFHt4C.php","offline","ENOM, INC.","46.166.187.64","43350","NL"
"2016-02-25 21:44:11","C2","CryptoWall","eatside.es","http://eatside.es/xZQGXV.php","offline","","134.0.15.35","197712","ES"
"2016-02-25 21:44:11","C2","CryptoWall","double-wing.de","http://double-wing.de/DZkCLR.php","offline","","217.119.54.152","31100","DE"
"2016-02-25 21:44:11","C2","CryptoWall","domaine-cassillac.com","http://domaine-cassillac.com/4q3esU.php","offline","OVH","213.186.33.87","16276","FR"
"2016-02-25 20:31:40","C2","Locky","185.22.67.27","http://185.22.67.27/main.php","offline","","185.22.67.27","48716","KZ"
"2016-02-25 20:02:19","Payment Site","TeslaCrypt","kkd47eh4hdjshb5t.angortra.at","http://kkd47eh4hdjshb5t.angortra.at/","offline","","","36352|62282|20473|20473|50673",""
"2016-02-25 20:02:04","Payment Site","TeslaCrypt","tt54rfdjhb34rfbnknaerg.milerteddy.com","http://tt54rfdjhb34rfbnknaerg.milerteddy.com","offline","BIZCN.COM, INC.","","55824|28165|53665|3254|7922",""
"2016-02-25 18:20:11","C2","Locky","91.121.97.170","http://91.121.97.170/main.php","offline","","91.121.97.170","16276","FR"
"2016-02-25 16:30:38","C2","CryptoWall","recaswine.ro","http://recaswine.ro/dXlq0Y.php","offline","ICI - ROTLD","93.118.36.235","48881","RO"
"2016-02-25 16:30:38","C2","CryptoWall","ecocalsots.com","http://ecocalsots.com/N79GTA.php","offline","TECNOCRATICA CENTRO DE DATOS, S.L.","37.247.125.42","15954","ES"
"2016-02-25 16:30:38","C2","CryptoWall","definitionen.de","http://definitionen.de/v7GVES.php","offline","","136.243.69.220","24940","DE"
"2016-02-25 14:35:22","C2","CryptoWall","nupleta.com.br","http://nupleta.com.br/KoHV09.php","offline","","186.202.127.236","27715","BR"
"2016-02-25 14:30:17","C2","Locky","odgtnkmq.pw","http://odgtnkmq.pw/main.php","offline","Gandi SAS","98.143.148.173","8100","US"
"2016-02-25 14:30:17","C2","Locky","jxqdry.ru","http://jxqdry.ru/main.php","offline","101DOMAIN-RU","195.22.28.199","8426","PT"
"2016-02-25 14:30:17","C2","Locky","bnjhx.eu","http://bnjhx.eu/main.php","offline","Key-Systems GmbH","195.22.28.197","8426","PT"
"2016-02-25 11:25:33","C2","TeslaCrypt","lutheranph.com","http://lutheranph.com/wp-content/uploads/bsts.php","offline","1&1 INTERNET SE","107.180.41.49","26496","US"
"2016-02-25 10:02:58","C2","Locky","5.34.183.136","http://5.34.183.136/main.php","offline","","5.34.183.136","15626","UA"
"2016-02-25 08:45:06","C2","Locky","51.254.19.227","http://51.254.19.227/main.php","offline","","51.254.19.227","16276","FR"
"2016-02-25 08:39:13","Payment Site","Locky","twbers4hmi6dc65f.onion.cab","http://twbers4hmi6dc65f.onion.cab/","offline","InterNetworX Ltd. & Co. KG","85.25.214.50","8972","DE"
"2016-02-25 08:38:56","Payment Site","Locky","twbers4hmi6dc65f.onion.to","http://twbers4hmi6dc65f.onion.to/","offline","","185.100.85.150|185.100.85.150|217.197.83.197","200651|29670","RO|DE"
"2016-02-25 08:38:37","Payment Site","Locky","twbers4hmi6dc65f.tor2web.org","http://twbers4hmi6dc65f.tor2web.org/","offline","Tucows Inc.","38.229.70.4","250|23028|209","US"
"2016-02-25 08:26:03","C2","CryptoWall","national-drafting.com","http://national-drafting.com/MdZv2Q.php","offline","GODADDY.COM, LLC","166.62.93.187","26496","US"
"2016-02-25 08:13:15","C2","Locky","31.184.197.119","http://31.184.197.119/main.php","offline","","31.184.197.119","44050","RU"
"2016-02-25 07:38:37","Payment Site","TeslaCrypt","nnrtsdf34dsjhb23rsdf.spannflow.com","http://nnrtsdf34dsjhb23rsdf.spannflow.com/","offline","PAKNIC (PRIVATE) LIMITED","","9498|7160|57172|3633|35916|10318|57844|36352|8048|4538|34397|15149|41496|16276|16276|14618|16509|55960|32233|42910|198414",""
"2016-02-25 07:06:13","C2","CTB-Locker","zsn5qtrgfpu4tmpg.tor2web.fi","http://zsn5qtrgfpu4tmpg.tor2web.fi/","unknown","","194.150.168.74","250","DE"
"2016-02-25 07:00:49","C2","TeslaCrypt","snibi.se","http://snibi.se/wp-admin/user/bstr.php","offline","www.NameSRS.com","212.16.182.196","12552","SE"
"2016-02-24 18:36:26","C2","CryptoWall","haarsaloncindy.nl","http://haarsaloncindy.nl/XzF03r.php","offline","Mijn InternetOplossing B.V.","5.178.65.43","50673","NL"
"2016-02-24 07:44:15","Payment Site","TeslaCrypt","ytrest84y5i456hghadefdsd.pontogrot.com","http://ytrest84y5i456hghadefdsd.pontogrot.com/","offline","KEY-SYSTEMS GMBH","","55824|28165|3254|7922",""
"2016-02-24 05:50:23","C2","TeslaCrypt","www.big-cola.com","http://www.big-cola.com/imgs/videos/bsts.php","offline","GODADDY.COM, LLC","77.73.81.35","8220","ES"
"2016-02-23 13:55:27","C2","TeslaCrypt","salesandmarketing101.net","http://salesandmarketing101.net/docs/cache/bsts.php","offline","GODADDY.COM, LLC","23.229.172.137","26496","US"
"2016-02-23 13:24:38","C2","TeslaCrypt","ikstrade.co.kr","http://ikstrade.co.kr/board/common/bsts.php","offline","","110.45.144.173","3786","KR"
"2016-02-23 11:57:59","Payment Site","TeslaCrypt","nn54djhfnrnm4dnjnerfsd.replylaten.at","http://nn54djhfnrnm4dnjnerfsd.replylaten.at/","offline","","","8100|36352|62282|20473|20473|46664|50673",""
"2016-02-23 11:45:03","C2","Locky","185.46.11.239","http://185.46.11.239/main.php","offline","","185.46.11.239","43146","RU"
"2016-02-23 11:26:39","C2","CryptoWall","feuerwehr-stadt-riesa.de","http://feuerwehr-stadt-riesa.de/UFiPOq.php","offline","","178.254.50.156","42730","DE"
"2016-02-23 11:26:39","C2","CryptoWall","www.rippedknees.co.uk","http://www.rippedknees.co.uk/TXmJcq.php","offline","123-Reg Limited t/a 123-reg","212.48.68.63","20738","GB"
"2016-02-23 11:26:39","C2","CryptoWall","www.hanoiguidedtours.com","http://www.hanoiguidedtours.com/iQ2q1f.php","offline","NHAN HOA SOFTWARE COMPANY LTD","104.131.43.146","393406","US"
"2016-02-23 11:26:39","C2","CryptoWall","takatei.com","http://takatei.com/rfYI4L.php","offline","GMO INTERNET, INC. DBA ONAMAE.COM","203.189.109.240","7506","JP"
"2016-02-23 11:26:39","C2","CryptoWall","paintituppottery.com","http://paintituppottery.com/6cmeb2.php","offline","IN2NET NETWORK, INC.","208.117.38.143","32748","US"
"2016-02-23 06:07:20","C2","TeslaCrypt","salaeigroup.com","http://salaeigroup.com/plugins/bsts.php","offline","GODADDY.COM, LLC","107.180.2.115","26496","US"
"2016-02-22 23:43:26","C2","CryptoWall","ecolux-comfort.com","http://ecolux-comfort.com/nPAbsy.php","offline","DOMAINCONTEXT, INC.","188.127.249.243","56694","RU"
"2016-02-22 23:34:06","C2","PayCrypt","vonee.com","http://vonee.com/libraries/vendor/phpmailer/phpmailer/extras/pass/","offline","LIQUIDNET LTD.","198.23.48.58","32748","US"
"2016-02-22 21:39:08","C2","CryptoWall","building.msu.ac.th","http://building.msu.ac.th/q3Bslr.php","online","T.H.NIC Co., Ltd.","202.28.32.20","9562","TH"
"2016-02-22 21:39:08","C2","CryptoWall","www.granmarquise.com.br","http://www.granmarquise.com.br/6f_8ei.php","offline","","187.18.184.70","28270","BR"
"2016-02-22 21:39:08","C2","CryptoWall","konyavakfi.nl","http://konyavakfi.nl/Zmje1r.php","offline","RAPIDE Internet","91.208.60.158","43366","NL"
"2016-02-22 21:39:08","C2","CryptoWall","abdal.com.ua","http://abdal.com.ua/7_jzay.php","offline","ua.ukraine","185.68.16.196","200000","UA"
"2016-02-22 08:01:55","Payment Site","TeslaCrypt","dd7bsndhr45nfksdnkferfer.javakale.at","http://dd7bsndhr45nfksdnkferfer.javakale.at/","offline","","","8100|36352|62282|20473|20473|46664|50673",""
"2016-02-22 08:01:08","Payment Site","TeslaCrypt","k4restportgonst34d23r.oftpony.at","http://k4restportgonst34d23r.oftpony.at/","offline","","","8100|36352|62282|20473|20473|46664|50673",""
"2016-02-22 07:49:56","Payment Site","Locky","6dtxgqam4crv6rr6.onion.cab","http://6dtxgqam4crv6rr6.onion.cab","offline","InterNetworX Ltd. & Co. KG","85.25.214.50","8972","DE"
"2016-02-21 15:23:20","C2","Locky","188.138.88.184","http://188.138.88.184/main.php","offline","","188.138.88.184","8972","DE"
"2016-02-21 13:37:19","C2","Locky","31.184.233.106","http://31.184.233.106/main.php","offline","","31.184.233.106","44050","RU"
"2016-02-20 15:45:03","Payment Site","FAKBEN","24fkxhnr3cdtvwmy.onion.nu","http://24fkxhnr3cdtvwmy.onion.nu/","offline","WorldNames, Inc","46.36.37.106|46.36.37.106|86.107.110.114|89.46.102.10","51731|8708|9009","CZ|RO|RO"
"2016-02-20 15:44:45","Payment Site","FAKBEN","24fkxhnr3cdtvwmy.onion.link","http://24fkxhnr3cdtvwmy.onion.link/","offline","","103.198.0.2","32780","SG"
"2016-02-20 15:43:27","Payment Site","FAKBEN","24fkxhnr3cdtvwmy.onion.to","http://24fkxhnr3cdtvwmy.onion.to","offline","","185.100.85.150|185.100.85.150|217.197.83.197","200651|29670","RO|DE"
"2016-02-20 15:29:17","C2","CTB-Locker","zsn5qtrgfpu4tmpg.onion.lt","http://zsn5qtrgfpu4tmpg.onion.lt/","unknown","Gandi Sas","82.94.251.220","3265","NL"
"2016-02-20 15:29:09","C2","CTB-Locker","zsn5qtrgfpu4tmpg.onion.gq","http://zsn5qtrgfpu4tmpg.onion.gq/","unknown","","192.42.118.104","1101","NL"
"2016-02-20 13:37:58","C2","CryptoWall","frame3d.de","http://frame3d.de/ItGJKd.php","offline","","178.254.10.169","42730","DE"
"2016-02-20 11:21:05","C2","CryptoWall","autohaus-seevetal.com","http://autohaus-seevetal.com/9x6UwK.php","offline","CRONON AG","81.169.145.162","6724","DE"
"2016-02-20 11:21:05","C2","CryptoWall","www.healthstafftravel.com.au","http://www.healthstafftravel.com.au/oyBbUs.php","offline","GoDaddy.com, LLC","64.207.186.229","31815","US"
"2016-02-20 11:21:05","C2","CryptoWall","bisofit.com","http://bisofit.com/QXwm4I.php","offline","ONLINENIC, INC.","185.68.16.111","200000","UA"
"2016-02-20 10:39:08","C2","Locky","gitybdjgbxd.nl","http://gitybdjgbxd.nl/main.php","offline","Gandi","98.143.148.173","8100","US"
"2016-02-20 10:39:08","C2","Locky","31.41.47.37","http://31.41.47.37/main.php","offline","","31.41.47.37","56577","RU"
"2016-02-20 10:39:08","C2","Locky","svkjhguk.ru","http://svkjhguk.ru/main.php","offline","101DOMAIN-RU","195.22.28.199","8426","PT"
"2016-02-20 10:27:23","Payment Site","TeslaCrypt","5rport45vcdef345adfkksawe.bematvocal.at","http://5rport45vcdef345adfkksawe.bematvocal.at/","offline","","","36352|8100|36352|62282|16276|16276|16276|42831|20473|20473|20473|46664|59550|59550|50673",""
"2016-02-20 10:27:14","Payment Site","TeslaCrypt","b4youfred5485jgsa3453f.italazudda.com","http://b4youfred5485jgsa3453f.italazudda.com/","offline","KEY-SYSTEMS GMBH","","55824|28165|3254|7922",""
"2016-02-20 10:27:02","Payment Site","TeslaCrypt","prest54538hnksjn4kjfwdbhwere.hotchunman.com","http://prest54538hnksjn4kjfwdbhwere.hotchunman.com/","offline","KEY-SYSTEMS GMBH","","55824|28165|3254|7922",""
"2016-02-19 18:19:01","C2","Locky","pvwinlrmwvccuo.eu","http://pvwinlrmwvccuo.eu/main.php","offline","OnlineNIC Inc","185.46.11.239","43146","RU"
"2016-02-19 17:19:23","C2","TeslaCrypt","iglesiaelrenacer.com","http://iglesiaelrenacer.com/modules/mod_stats/csys.php","offline","GODADDY.COM, LLC","160.153.76.161","26496","US"
"2016-02-19 16:13:48","C2","CryptoWall","aditaborai.com.br","http://aditaborai.com.br/WgNGXe.php","offline","","108.179.192.88","20013","US"
"2016-02-19 14:03:30","C2","Locky","85.25.138.187","http://85.25.138.187/main.php","offline","","85.25.138.187","8972","DE"
"2016-02-19 05:13:05","C2","CryptoWall","theassemblyguy.co.nz","http://theassemblyguy.co.nz/vpFAbQ.php","offline","","103.40.81.47","132840","NZ"
"2016-02-19 05:13:05","C2","CryptoWall","www.001edizioni.com","http://www.001edizioni.com/NZwt_a.php","offline","TUCOWS DOMAINS INC.","95.110.230.190","31034","IT"
"2016-02-18 18:33:29","C2","Locky","94.242.57.45","http://94.242.57.45/main.php","offline","","94.242.57.45","43317","RU"
"2016-02-18 13:48:32","C2","Locky","46.4.239.76","http://46.4.239.76/main.php","offline","","46.4.239.76","24940","DE"
"2016-02-18 13:37:52","C2","Locky","185.14.30.97","http://185.14.30.97/main.php","offline","","185.14.30.97","50673","NL"
"2016-02-18 12:32:56","C2","Locky","uxvvm.us","http://uxvvm.us/main.php","offline","DYNADOT LLC","69.195.129.70","19969","US"
"2016-02-18 12:32:56","C2","Locky","dltvwp.it","http://dltvwp.it/main.php","offline","ITDOMAINS-REG","104.238.173.18","20473","GB"
"2016-02-18 11:31:18","C2","TeslaCrypt","dongxinh.com","http://dongxinh.com/module/khachhang/csys.php","offline","ONLINENIC, INC.","103.27.60.14","56150","VN"
"2016-02-18 10:44:49","C2","TeslaCrypt","dustywinslow.com","http://dustywinslow.com/csys.php","offline","ENOM, INC.","108.174.112.194","21632","US"
"2016-02-18 10:44:30","C2","Locky","kqlxtqptsmys.in","http://kqlxtqptsmys.in/main.php","offline","101domain, Inc. (R115-AFIN)","195.22.28.198","8426","PT"
"2016-02-18 10:44:30","C2","Locky","95.181.171.58","http://95.181.171.58/main.php","offline","","95.181.171.58","50214","RU"
"2016-02-18 02:36:49","C2","Locky","195.154.241.208","http://195.154.241.208/main.php","offline","","195.154.241.208","12876","FR"
"2016-02-17 17:57:15","C2","Locky","sdwempsovemtr.yt","http://sdwempsovemtr.yt/main.php","offline","EURODNS S.A.","45.56.77.175","36351","US"
"2016-02-17 17:57:15","C2","Locky","fnarsipfqe.pw","http://fnarsipfqe.pw/main.php","offline","Namecheap","45.56.77.175","36351","US"
"2016-02-17 14:59:09","C2","Locky","luvenxj.uk","http://luvenxj.uk/main.php","offline","Dynadot, LLC t/a Dynadot","69.195.129.70","19969","US"
"2016-02-17 14:59:09","C2","Locky","xfyubqmldwvuyar.yt","http://xfyubqmldwvuyar.yt/main.php","offline","NETIM","104.238.173.18","20473","GB"
"2016-02-17 14:59:09","C2","Locky","kpybuhnosdrm.in","http://kpybuhnosdrm.in/main.php","offline","101domain, Inc. (R115-AFIN)","","",""
"2016-02-17 14:37:59","C2","Locky","dkoipg.pw","http://dkoipg.pw/main.php","offline","Regtime Ltd","","",""
"2016-02-17 12:07:14","C2","TeslaCrypt","lovemydress.pl","http://lovemydress.pl/wp-content/themes/sketch/csys.php","offline","home.pl S.A.","79.96.7.15","12824","PL"
"2016-02-16 13:29:18","C2","Locky","195.64.154.14","http://195.64.154.14/main.php","offline","","195.64.154.14","197726","UA"
"2016-02-16 08:32:22","C2","Locky","86.104.134.144","http://86.104.134.144/main.php","offline","","86.104.134.144","60456","MD"
"2016-02-15 13:41:16","C2","TeslaCrypt","ekop.org","http://ekop.org/wp-content/plugins/mzsys.php","offline","Nics Telekomunikasyon Ticaret Ltd. Sti.","94.73.150.60","34619","TR"
"2016-02-15 10:20:12","C2","TeslaCrypt","mosaudit.com","http://mosaudit.com/mzsys.php","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","81.177.140.144","8342","RU"
"2016-02-14 03:16:09","C2","TeslaCrypt","yoyoeventos.com","http://yoyoeventos.com/plugins/xmap/com_weblinks/mssys.php","offline","ENOM, INC.","187.45.240.67","27715","BR"
"2016-02-13 19:53:45","C2","CryptoWall","madisonbootcamps.com","http://madisonbootcamps.com/gWQ3wp.php","offline","GODADDY.COM, LLC","50.63.64.23","26496","US"
"2016-02-13 09:12:58","C2","CryptoWall","millsmanagement.nl","http://millsmanagement.nl/AnOgVK.php","offline","Hosting2GO B.V.","83.137.194.38","34233","NL"
